Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Xeon E5-2603 0,749,50.2,204,https://cpu.userbenchmark.com/SpeedTest/4629/IntelR-XeonR-CPU-E5-2603-0---180GHz
CPU,,AMD,A8-7500 APU (2014 M.Ka),750,50.1,254,https://cpu.userbenchmark.com/SpeedTest/60388/AMD-A8-7500-Radeon-R7-10-Compute-Cores-4C-6G
CPU,,AMD,Phenom II X2 565,751,50.1,327,https://cpu.userbenchmark.com/SpeedTest/2173/AMD-Phenomtm-II-X2-565-Processor
CPU,,AMD,Phenom 9950,752,50,1964,https://cpu.userbenchmark.com/SpeedTest/2758/AMD-Phenomtm-9950-Quad-Core-Processor
CPU,,Intel,Xeon L5420,753,50,1075,https://cpu.userbenchmark.com/SpeedTest/10433/IntelR-XeonR-CPU-----------L5420----250GHz
CPU,,Intel,Core i5 661,754,50,2217,https://cpu.userbenchmark.com/SpeedTest/548/IntelR-CoreTM-i5-CPU---------661----333GHz
CPU,,Intel,Core i5-5250U,755,50,4071,https://cpu.userbenchmark.com/SpeedTest/24945/IntelR-CoreTM-i5-5250U-CPU---160GHz
CPU,,AMD,A8-3850 APU,756,49.9,2786,https://cpu.userbenchmark.com/SpeedTest/4311/AMD-A8-3850-APU-with-Radeontm-HD-Graphics
CPU,,AMD,A6-3670 APU,757,49.9,2218,https://cpu.userbenchmark.com/SpeedTest/4657/AMD-A6-3670-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3-2370M,758,49.8,8842,https://cpu.userbenchmark.com/SpeedTest/1959/IntelR-CoreTM-i3-2370M-CPU---240GHz
CPU,,AMD,A10-7700K APU (2014 D.Ka),759,49.8,9951,https://cpu.userbenchmark.com/SpeedTest/9888/AMD-A10-7700K-APU-with-RadeonTM-R7-Graphics
CPU,,Intel,Core i5-3437U,760,49.8,3220,https://cpu.userbenchmark.com/SpeedTest/4219/IntelR-CoreTM-i5-3437U-CPU---190GHz
CPU,,AMD,Athlon II X3 460,761,49.8,1018,https://cpu.userbenchmark.com/SpeedTest/6695/AMD-Athlontm-II-X3-460-Processor
CPU,,Intel,Core i7-3689Y,762,49.7,40,https://cpu.userbenchmark.com/SpeedTest/4592/IntelR-CoreTM-i7-3689Y-CPU---150GHz
CPU,,Intel,Core i3-2348M,763,49.7,4401,https://cpu.userbenchmark.com/SpeedTest/2278/IntelR-CoreTM-i3-2348M-CPU---230GHz
CPU,,Intel,Core i5-2557M,764,49.7,591,https://cpu.userbenchmark.com/SpeedTest/5422/IntelR-CoreTM-i5-2557M-CPU---170GHz
CPU,AD845XACKASBX,AMD,Athlon X4 845,765,49.7,6110,https://cpu.userbenchmark.com/SpeedTest/84491/AMD-Athlontm-X4-845-Quad-Core-Processor
CPU,,AMD,Athlon II X4 640,766,49.7,16298,https://cpu.userbenchmark.com/SpeedTest/225/AMD-Athlontm-II-X4-640-Processor
CPU,,Intel,Pentium 4417U,767,49.7,2060,https://cpu.userbenchmark.com/SpeedTest/747524/IntelR-PentiumR-CPU-4417U---230GHz
CPU,,AMD,Athlon II X4 635,768,49.7,4623,https://cpu.userbenchmark.com/SpeedTest/3369/AMD-Athlontm-II-X4-635-Processor
CPU,,Intel,Pentium 3550M,769,49.6,567,https://cpu.userbenchmark.com/SpeedTest/9225/IntelR-PentiumR-CPU-3550M---230GHz
CPU,,Intel,Core i3-5010U,770,49.5,9757,https://cpu.userbenchmark.com/SpeedTest/23565/IntelR-CoreTM-i3-5010U-CPU---210GHz
CPU,,AMD,Phenom II X3 710,771,49.5,849,https://cpu.userbenchmark.com/SpeedTest/2275/AMD-Phenomtm-II-X3-710-Processor
CPU,AD9800AUABBOX,AMD,A12-9800 APU (2016 M.BR),772,49.5,3212,https://cpu.userbenchmark.com/SpeedTest/283761/AMD-A12-9800-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,,Intel,Core i5-3427U,773,49.4,3760,https://cpu.userbenchmark.com/SpeedTest/909/IntelR-CoreTM-i5-3427U-CPU---180GHz
CPU,,Intel,Core i5-3317U,774,49.3,25149,https://cpu.userbenchmark.com/Intel-Core-i5-3317U/Rating/2744
CPU,,AMD,Phenom 9850,775,49.3,1995,https://cpu.userbenchmark.com/SpeedTest/2967/AMD-Phenomtm-9850-Quad-Core-Processor
CPU,,Intel,Xeon W3503,776,49.2,1482,https://cpu.userbenchmark.com/SpeedTest/3723/IntelR-XeonR-CPU-----------W3503----240GHz
CPU,,Intel,Celeron G1610,777,49.1,4652,https://cpu.userbenchmark.com/SpeedTest/3109/IntelR-CeleronR-CPU-G1610---260GHz
CPU,,Intel,Core2 Extreme Q9300,778,49,596,https://cpu.userbenchmark.com/SpeedTest/4063/IntelR-CoreTM2-Extreme-CPU-Q9300----253GHz
CPU,,Intel,Core2 Quad Q9400,779,49,23657,https://cpu.userbenchmark.com/SpeedTest/244/IntelR-CoreTM2-Quad-CPU----Q9400----266GHz
CPU,,Intel,Pentium G640,780,49,2365,https://cpu.userbenchmark.com/SpeedTest/618/IntelR-PentiumR-CPU-G640---280GHz
CPU,,Intel,Core i5 660,781,49,5216,https://cpu.userbenchmark.com/SpeedTest/2846/IntelR-CoreTM-i5-CPU---------660----333GHz
CPU,,Intel,Core i7-8500Y,782,48.9,511,https://cpu.userbenchmark.com/SpeedTest/590466/IntelR-CoreTM-i7-8500Y-CPU---150GHz
CPU,AD765KXBJABOX,AMD,A8-7650K APU (2014 D.Ka),783,48.9,9343,https://cpu.userbenchmark.com/SpeedTest/27184/AMD-A8-7650K-Radeon-R7-10-Compute-Cores-4C-6G
CPU,,Intel,Core i3-2350M,784,48.8,22121,https://cpu.userbenchmark.com/SpeedTest/934/IntelR-CoreTM-i3-2350M-CPU---230GHz
CPU,,AMD,Athlon II X3 455,785,48.7,3217,https://cpu.userbenchmark.com/SpeedTest/1884/AMD-Athlontm-II-X3-455-Processor
CPU,,Intel,Core i3-2328M,786,48.7,7385,https://cpu.userbenchmark.com/SpeedTest/2488/IntelR-CoreTM-i3-2328M-CPU---220GHz
CPU,,AMD,Phenom II X2 560,787,48.6,1686,https://cpu.userbenchmark.com/SpeedTest/5408/AMD-Phenomtm-II-X2-560-Processor
CPU,FJ8066201930905,Intel,Pentium 4405U,788,48.6,2920,https://cpu.userbenchmark.com/SpeedTest/54474/IntelR-PentiumR-CPU-4405U---210GHz
CPU,,AMD,Athlon II X4 630,789,48.6,7039,https://cpu.userbenchmark.com/SpeedTest/471/AMD-Athlontm-II-X4-630-Processor
CPU,,Intel,Celeron G550,790,48.5,1711,https://cpu.userbenchmark.com/SpeedTest/5014/IntelR-CeleronR-CPU-G550---260GHz
CPU,,AMD,A8-7600 APU (2014 D.Ka),791,48.5,27203,https://cpu.userbenchmark.com/SpeedTest/14050/AMD-A8-7600-Radeon-R7-10-Compute-Cores-4C-6G
CPU,AD9700AHABBOX,AMD,A10-9700E APU (2016 D.BR),792,48.5,256,https://cpu.userbenchmark.com/SpeedTest/348934/AMD-A10-9700E-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,,Intel,Core i5 650,793,48.5,42322,https://cpu.userbenchmark.com/SpeedTest/340/IntelR-CoreTM-i5-CPU---------650----320GHz
CPU,,AMD,FX-770K (2014 D.Ka),794,48.4,1331,https://cpu.userbenchmark.com/SpeedTest/18603/AMD-FXtm-770K-Quad-Core-Processor
CPU,,Intel,Core i3-6006U,795,48.3,44635,https://cpu.userbenchmark.com/SpeedTest/214467/IntelR-CoreTM-i3-6006U-CPU---200GHz
CPU,,Intel,Core m3-8100Y,796,48.3,840,https://cpu.userbenchmark.com/SpeedTest/648336/IntelR-CoreTM-m3-8100Y-CPU---110GHz
CPU,,Intel,Xeon E5420,797,48.3,1302,https://cpu.userbenchmark.com/SpeedTest/11278/IntelR-XeonR-CPU-----------E5420----250GHz
CPU,,Intel,Pentium G630,798,48.2,10318,https://cpu.userbenchmark.com/SpeedTest/3112/IntelR-PentiumR-CPU-G630---270GHz
CPU,,Intel,Core i3-2310M,799,48.2,21466,https://cpu.userbenchmark.com/SpeedTest/159/IntelR-CoreTM-i3-2310M-CPU---210GHz
CPU,,Intel,Pentium 2020M,800,48.2,8886,https://cpu.userbenchmark.com/SpeedTest/1723/IntelR-PentiumR-CPU-2020M---240GHz
CPU,,AMD,Phenom II X2 555,801,48.2,3984,https://cpu.userbenchmark.com/SpeedTest/2917/AMD-Phenomtm-II-X2-555-Processor
CPU,AD786KYBJCSBX,AMD,A10-7860K APU (2014 D.Ka),802,48.2,10223,https://cpu.userbenchmark.com/SpeedTest/83781/AMD-A10-7860K-Radeon-R7-12-Compute-Cores-4C-8G
CPU,,AMD,A6-3650 APU,803,48.1,2645,https://cpu.userbenchmark.com/SpeedTest/1954/AMD-A6-3650-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3 550,804,48.1,16574,https://cpu.userbenchmark.com/SpeedTest/632/IntelR-CoreTM-i3-CPU---------550----320GHz
CPU,,Intel,Core i3-5005U,805,48,50968,https://cpu.userbenchmark.com/SpeedTest/24957/IntelR-CoreTM-i3-5005U-CPU---200GHz
CPU,,Intel,Core i3-2330M,806,48,17173,https://cpu.userbenchmark.com/SpeedTest/1853/IntelR-CoreTM-i3-2330M-CPU---220GHz
CPU,,Intel,Core i3-4030U,807,47.9,21587,https://cpu.userbenchmark.com/SpeedTest/13661/IntelR-CoreTM-i3-4030U-CPU---190GHz
CPU,,Intel,Core2 Quad Q6700,808,47.9,5629,https://cpu.userbenchmark.com/SpeedTest/3748/IntelR-CoreTM2-Quad-CPU----Q6700----266GHz
CPU,,Intel,Pentium G620,809,47.9,11305,https://cpu.userbenchmark.com/SpeedTest/2636/IntelR-PentiumR-CPU-G620---260GHz
CPU,,AMD,A10-6700T APU (2013 D.Ri),810,47.8,71,https://cpu.userbenchmark.com/SpeedTest/5691/AMD-A10-6700T-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon II X4 620,811,47.8,5189,https://cpu.userbenchmark.com/SpeedTest/3430/AMD-Athlontm-II-X4-620-Processor
CPU,AD9700AGABBOX,AMD,A10-9700 APU (2016 M.BR),812,47.8,9448,https://cpu.userbenchmark.com/SpeedTest/262171/AMD-A10-9700-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,,AMD,Phenom 9750,813,47.7,1820,https://cpu.userbenchmark.com/SpeedTest/2439/AMD-Phenomtm-9750-Quad-Core-Processor
CPU,,Intel,Core i3-5015U,814,47.6,3475,https://cpu.userbenchmark.com/SpeedTest/32615/IntelR-CoreTM-i3-5015U-CPU---210GHz
CPU,,Intel,Celeron G540,815,47.6,1473,https://cpu.userbenchmark.com/SpeedTest/5981/IntelR-CeleronR-CPU-G540---250GHz
CPU,,Intel,Xeon E5-2660 v2,816,47.6,22,https://cpu.userbenchmark.com/SpeedTest/13068/IntelR-XeonR-CPU-E5-2660-v2---220GHz
CPU,,AMD,Phenom II X2 550,817,47.6,3490,https://cpu.userbenchmark.com/SpeedTest/2418/AMD-Phenomtm-II-X2-550-Processor
CPU,,Intel,Core2 Quad Q9300,818,47.5,9608,https://cpu.userbenchmark.com/SpeedTest/832/IntelR-CoreTM2-Quad--CPU---Q9300----250GHz
CPU,,Intel,Core2 Quad Q8400,819,47.5,18011,https://cpu.userbenchmark.com/SpeedTest/1663/IntelR-CoreTM2-Quad-CPU----Q8400----266GHz
CPU,,AMD,Athlon II X2 265,820,47.4,603,https://cpu.userbenchmark.com/SpeedTest/986/AMD-Athlontm-II-X2-265-Processor
CPU,AM973PAEY44AB,AMD,A12-9730P APU (2016 M.BR),821,47.4,312,https://cpu.userbenchmark.com/SpeedTest/236011/AMD-A12-9730P-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,,Intel,Core i5-7Y54,822,47.1,1302,https://cpu.userbenchmark.com/SpeedTest/193628/IntelR-CoreTM-i5-7Y54-CPU---120GHz
CPU,,Intel,Core i5-8210Y,823,47.1,300,https://cpu.userbenchmark.com/SpeedTest/651922/IntelR-CoreTM-i5-8210Y-CPU---160GHz
CPU,,AMD,Athlon II X3 450,824,47.1,4227,https://cpu.userbenchmark.com/SpeedTest/91/AMD-Athlontm-II-X3-450-Processor
CPU,,Intel,Pentium B980,825,46.9,3515,https://cpu.userbenchmark.com/SpeedTest/6036/IntelR-PentiumR-CPU-B980---240GHz
CPU,,Intel,Celeron G530,826,46.9,3367,https://cpu.userbenchmark.com/SpeedTest/229/IntelR-CeleronR-CPU-G530---240GHz
CPU,,AMD,A8-3800 APU,827,46.8,1380,https://cpu.userbenchmark.com/SpeedTest/7059/AMD-A8-3800-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Ryzen 3 2200U,828,46.8,14478,https://cpu.userbenchmark.com/SpeedTest/480281/AMD-Ryzen-3-2200U-with-Radeon-Vega-Mobile-Gfx
CPU,,AMD,Phenom II X2 545,829,46.8,1013,https://cpu.userbenchmark.com/SpeedTest/8398/AMD-Phenomtm-II-X2-545-Processor
CPU,,Intel,Core i3-3227U,830,46.7,6283,https://cpu.userbenchmark.com/SpeedTest/5042/IntelR-CoreTM-i3-3227U-CPU---190GHz
CPU,,Intel,Core2 Quad Q8300,831,46.6,17447,https://cpu.userbenchmark.com/SpeedTest/1930/IntelR-CoreTM2-Quad-CPU----Q8300----250GHz
CPU,,Intel,Core m3-7Y32,832,46.6,44,https://cpu.userbenchmark.com/SpeedTest/513740/IntelR-CoreTM-m3-7Y32-CPU---110GHz
CPU,,Intel,Core m3-7Y30,833,46.6,3848,https://cpu.userbenchmark.com/SpeedTest/196956/IntelR-CoreTM-m3-7Y30-CPU---100GHz
CPU,,Intel,Core i3 540,834,46.5,21856,https://cpu.userbenchmark.com/SpeedTest/2936/IntelR-CoreTM-i3-CPU---------540----307GHz
CPU,,Intel,Xeon X3220,835,46.5,710,https://cpu.userbenchmark.com/SpeedTest/4801/IntelR-XeonR-CPU-----------X3220----240GHz
CPU,,AMD,Athlon II X3 445,836,46.5,2576,https://cpu.userbenchmark.com/SpeedTest/1775/AMD-Athlontm-II-X3-445-Processor
CPU,,AMD,Athlon II X3 440,837,46.4,1783,https://cpu.userbenchmark.com/SpeedTest/5315/AMD-Athlontm-II-X3-440-Processor
CPU,,Intel,Core i3-4010U,838,46.4,10938,https://cpu.userbenchmark.com/SpeedTest/4821/IntelR-CoreTM-i3-4010U-CPU---170GHz
CPU,,AMD,Athlon II X3 435,839,46.3,1736,https://cpu.userbenchmark.com/SpeedTest/2024/AMD-Athlontm-II-X3-435-Processor
CPU,,Intel,Core i3 530,840,46.3,15959,https://cpu.userbenchmark.com/SpeedTest/132/IntelR-CoreTM-i3-CPU---------530----293GHz
CPU,AM963PAEY44AB,AMD,A10-9630P APU (2016 M.BR),841,46.2,503,https://cpu.userbenchmark.com/SpeedTest/192670/AMD-A10-9630P-RADEON-R5-10-COMPUTE-CORES-4C-6G
CPU,,AMD,A10-7800 APU (2014 D.Ka),842,46.1,14171,https://cpu.userbenchmark.com/SpeedTest/13491/AMD-A10-7800-Radeon-R7-12-Compute-Cores-4C-8G
CPU,,Intel,Core i3-4005U,843,46.1,32644,https://cpu.userbenchmark.com/SpeedTest/7028/IntelR-CoreTM-i3-4005U-CPU---170GHz
CPU,,Intel,Core M-5Y10,844,46.1,438,https://cpu.userbenchmark.com/SpeedTest/17561/IntelR-Processor-5Y10-CPU---080GHz
CPU,,Intel,Core i3-3217U,845,46.1,25710,https://cpu.userbenchmark.com/SpeedTest/1643/IntelR-CoreTM-i3-3217U-CPU---180GHz
CPU,,AMD,Athlon 64 X2 Dual Core 6400+,846,46,825,https://cpu.userbenchmark.com/SpeedTest/5653/AMD-Athlontm-64-X2-Dual-Core-Processor-6400-
CPU,,Intel,Pentium B970,847,46,2764,https://cpu.userbenchmark.com/SpeedTest/559/IntelR-PentiumR-CPU-B970---230GHz
CPU,,Intel,Core2 Duo E8600,848,45.9,5646,https://cpu.userbenchmark.com/SpeedTest/124/IntelR-CoreTM2-Duo-CPU-----E8600----333GHz
CPU,,AMD,Phenom 9650,849,45.8,3147,https://cpu.userbenchmark.com/SpeedTest/5238/AMD-Phenomtm-9650-Quad-Core-Processor
CPU,,AMD,A10-5757M APU,850,45.8,1184,https://cpu.userbenchmark.com/SpeedTest/7160/AMD-A10-5757M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i5-2467M,851,45.7,3674,https://cpu.userbenchmark.com/SpeedTest/854/IntelR-CoreTM-i5-2467M-CPU---160GHz
CPU,,Intel,Core2 Quad,852,45.6,4834,https://cpu.userbenchmark.com/SpeedTest/374/IntelR-CoreTM2-Quad-CPU-------------240GHz
CPU,FM983PAEY44AB,AMD,FX-9830P APU (2016 M.BR),853,45.6,3723,https://cpu.userbenchmark.com/SpeedTest/215072/AMD-FX-9830P-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,,AMD,A4-6320 APU,854,45.6,512,https://cpu.userbenchmark.com/SpeedTest/12932/AMD-A4-6320-APU-with-Radeontm-HD-Graphics
CPU,AD9600AGABBOX,AMD,A8-9600 APU (2016 D.BR),855,45.4,9771,https://cpu.userbenchmark.com/SpeedTest/339630/AMD-A8-9600-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,,Intel,Core M-5Y70,856,45.3,713,https://cpu.userbenchmark.com/SpeedTest/16573/IntelR-Processor-5Y70-CPU---110GHz
CPU,YM300UC4T2OFG,AMD,Athlon 300U,857,45.2,1280,https://cpu.userbenchmark.com/SpeedTest/852003/AMD-Athlon-300U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Pentium B960,858,45.1,11798,https://cpu.userbenchmark.com/SpeedTest/1038/IntelR-PentiumR-CPU-B960---220GHz
CPU,BX80562Q6600,Intel,Core2 Quad Q6600,859,45.1,61121,https://cpu.userbenchmark.com/Intel-Core2-Quad-Q6600/Rating/1980
CPU,,AMD,Phenom 9550,860,45.1,2635,https://cpu.userbenchmark.com/SpeedTest/2319/AMD-Phenomtm-9550-Quad-Core-Processor
CPU,,Intel,Core2 Quad Q8200,861,45,19338,https://cpu.userbenchmark.com/SpeedTest/3754/IntelR-CoreTM2-Quad--CPU---Q8200----233GHz
CPU,,AMD,A10-5750M APU,862,44.9,2450,https://cpu.userbenchmark.com/SpeedTest/3779/AMD-A10-5750M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Pentium 2127U,863,44.9,1256,https://cpu.userbenchmark.com/SpeedTest/3354/IntelR-PentiumR-CPU-2127U---190GHz
CPU,,Intel,Celeron 1005M,864,44.9,3014,https://cpu.userbenchmark.com/SpeedTest/5234/IntelR-CeleronR-CPU-1005M---190GHz
CPU,,AMD,Ryzen 3 3200U,865,44.9,17271,https://cpu.userbenchmark.com/SpeedTest/771805/AMD-Ryzen-3-3200U-with-Radeon-Vega-Mobile-Gfx
CPU,,AMD,Athlon II X2 270,866,44.9,5719,https://cpu.userbenchmark.com/SpeedTest/1939/AMD-Athlontm-II-X2-270-Processor
CPU,,AMD,Athlon II X3 425,867,44.8,1239,https://cpu.userbenchmark.com/SpeedTest/2178/AMD-Athlontm-II-X3-425-Processor
CPU,,Intel,Core i5-4210Y,868,44.8,549,https://cpu.userbenchmark.com/SpeedTest/6358/IntelR-CoreTM-i5-4210Y-CPU---150GHz
CPU,,Intel,Core i5-4300Y,869,44.7,687,https://cpu.userbenchmark.com/SpeedTest/8659/IntelR-CoreTM-i5-4300Y-CPU---160GHz
CPU,,AMD,Athlon II X2 260,870,44.7,4729,https://cpu.userbenchmark.com/SpeedTest/4651/AMD-Athlontm-II-X2-260-Processor
CPU,,Intel,Pentium 3805U,871,44.6,825,https://cpu.userbenchmark.com/SpeedTest/34360/IntelR-PentiumR-3805U---190GHz
CPU,,Intel,Core i5-8200Y,872,44.6,169,https://cpu.userbenchmark.com/SpeedTest/623840/IntelR-CoreTM-i5-8200Y-CPU---130GHz
CPU,AD9800AHABBOX,AMD,A12-9800E APU (2016 M.BR),873,44.6,295,https://cpu.userbenchmark.com/SpeedTest/345210/AMD-A12-9800E-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,,Intel,Core M-5Y10a,874,44.6,8,https://cpu.userbenchmark.com/SpeedTest/26061/IntelR-Processor-5Y10a-CPU---080GHz
CPU,,Intel,Core M-5Y71,875,44.5,2285,https://cpu.userbenchmark.com/SpeedTest/24191/IntelR-CoreTM-M-5Y71-CPU---120GHz
CPU,,Intel,Pentium B950,876,44.5,6052,https://cpu.userbenchmark.com/SpeedTest/1968/IntelR-PentiumR-CPU-B950---210GHz
CPU,,Intel,Core i5-3339Y,877,44.5,233,https://cpu.userbenchmark.com/SpeedTest/3454/IntelR-CoreTM-i5-3339Y-CPU---150GHz
CPU,,Intel,Core M-5Y10c,878,44.4,2747,https://cpu.userbenchmark.com/SpeedTest/23759/IntelR-CoreTM-M-5Y10c-CPU---080GHz
CPU,,AMD,A10-4600M APU,879,44.4,5210,https://cpu.userbenchmark.com/SpeedTest/1051/AMD-A10-4600M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core m3-6Y30,880,44.4,4832,https://cpu.userbenchmark.com/SpeedTest/38171/IntelR-CoreTM-m3-6Y30-CPU---090GHz
CPU,,Intel,Core i5-2537M,881,44.3,447,https://cpu.userbenchmark.com/SpeedTest/3186/IntelR-CoreTM-i5-2537M-CPU---140GHz
CPU,,Intel,Pentium B940,882,44.3,3417,https://cpu.userbenchmark.com/SpeedTest/2724/IntelR-PentiumR-CPU-B940---200GHz
CPU,,Intel,Xeon E5405,883,44.3,652,https://cpu.userbenchmark.com/SpeedTest/25434/IntelR-XeonR-CPU-----------E5405----200GHz
CPU,,AMD,Athlon II X2 B24,884,44.3,1794,https://cpu.userbenchmark.com/SpeedTest/6359/AMD-Athlontm-II-X2-B24-Processor
CPU,,AMD,Athlon II X2 255,885,44.3,3658,https://cpu.userbenchmark.com/SpeedTest/6225/AMD-Athlontm-II-X2-255-Processor
CPU,,Intel,Xeon E3110,886,44.1,321,https://cpu.userbenchmark.com/SpeedTest/4226/IntelR-XeonR-CPU-----------E3110----300GHz
CPU,,Intel,Core i7-7Y75,887,44.1,2405,https://cpu.userbenchmark.com/SpeedTest/211988/IntelR-CoreTM-i7-7Y75-CPU---130GHz
CPU,,Intel,Celeron 1037U,888,44,2092,https://cpu.userbenchmark.com/SpeedTest/3597/IntelR-CeleronR-CPU-1037U---180GHz
CPU,,Intel,Core m5-6Y54,889,44,1406,https://cpu.userbenchmark.com/SpeedTest/40602/IntelR-CoreTM-m5-6Y54-CPU---110GHz
CPU,,Intel,Core2 Quad Q9000,890,44,805,https://cpu.userbenchmark.com/SpeedTest/5898/IntelR-CoreTM2-Quad--CPU---Q9000----200GHz
CPU,,Intel,Xeon E5345,891,43.9,269,https://cpu.userbenchmark.com/SpeedTest/10151/IntelR-XeonR-CPU-----------E5345----233GHz
CPU,,Intel,Pentium 2117U,892,43.9,4322,https://cpu.userbenchmark.com/SpeedTest/6356/IntelR-PentiumR-CPU-2117U---180GHz
CPU,,Intel,Core m5-6Y57,893,43.9,1379,https://cpu.userbenchmark.com/SpeedTest/42768/IntelR-CoreTM-m5-6Y57-CPU---110GHz
CPU,,Intel,Core2 Duo E8500,894,43.9,19837,https://cpu.userbenchmark.com/SpeedTest/13/IntelR-CoreTM2-Duo-CPU-----E8500----316GHz
CPU,,AMD,A6-3620 APU,895,43.9,2382,https://cpu.userbenchmark.com/SpeedTest/8057/AMD-A6-3620-APU-with-Radeontm-HD-Graphics
CPU,,AMD,A8-5550M APU,896,43.9,3007,https://cpu.userbenchmark.com/SpeedTest/5035/AMD-A8-5550M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Celeron 1000M,897,43.7,3031,https://cpu.userbenchmark.com/SpeedTest/5059/IntelR-CeleronR-CPU-1000M---180GHz
CPU,,Intel,Core i7 M 640,898,43.6,4480,https://cpu.userbenchmark.com/SpeedTest/4397/IntelR-CoreTM-i7-CPU-------M-640----280GHz
CPU,,Intel,Core M-5Y51,899,43.6,428,https://cpu.userbenchmark.com/SpeedTest/24458/IntelR-CoreTM-M-5Y51-CPU---110GHz
CPU,,Intel,Core i3-2375M,900,43.6,1348,https://cpu.userbenchmark.com/SpeedTest/5058/IntelR-CoreTM-i3-2375M-CPU---150GHz
CPU,,AMD,Athlon II X2 250 (2013 D.Ri),901,43.6,15519,https://cpu.userbenchmark.com/SpeedTest/1064/AMD-Athlontm-II-X2-250-Processor
CPU,,Intel,Core2 Duo E8400,902,43.4,64711,https://cpu.userbenchmark.com/Intel-Core2-Duo-E8400/Rating/2720
CPU,,AMD,Phenom II N660,903,43.3,355,https://cpu.userbenchmark.com/SpeedTest/9034/AMD-Phenomtm-II-N660-Dual-Core-Processor
CPU,,AMD,Phenom II N950,904,43.2,236,https://cpu.userbenchmark.com/SpeedTest/213/AMD-Phenomtm-II-N950-Quad-Core-Processor
CPU,,AMD,Phenom X3 8650,905,43.2,1331,https://cpu.userbenchmark.com/SpeedTest/4548/AMD-Phenomtm-8650-Triple-Core-Processor
CPU,,AMD,A8-3530MX APU,906,43.1,408,https://cpu.userbenchmark.com/SpeedTest/1796/AMD-A8-3530MX-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Celeron B830,907,43,2946,https://cpu.userbenchmark.com/SpeedTest/8441/IntelR-CeleronR-CPU-B830---180GHz
CPU,,Intel,Core2 Extreme X9100,908,43,530,https://cpu.userbenchmark.com/SpeedTest/6202/IntelR-CoreTM2-Extreme-CPU-X9100----306GHz
CPU,,Intel,Core i5 M 580,909,43,1291,https://cpu.userbenchmark.com/SpeedTest/6113/IntelR-CoreTM-i5-CPU-------M-580----267GHz
CPU,,AMD,A6-6400K APU,910,42.9,11716,https://cpu.userbenchmark.com/SpeedTest/3048/AMD-A6-6400K-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3-4012Y,911,42.9,481,https://cpu.userbenchmark.com/SpeedTest/12259/IntelR-CoreTM-i3-4012Y-CPU---150GHz
CPU,,Intel,Core m7-6Y75,912,42.9,1618,https://cpu.userbenchmark.com/SpeedTest/55308/IntelR-CoreTM-m7-6Y75-CPU---120GHz
CPU,,Intel,Core2 Duo E8300,913,42.8,1328,https://cpu.userbenchmark.com/SpeedTest/1068/IntelR-CoreTM2-Duo-CPU-----E8300----283GHz
CPU,,Intel,Core i5-4202Y,914,42.8,608,https://cpu.userbenchmark.com/SpeedTest/6438/IntelR-CoreTM-i5-4202Y-CPU---160GHz
CPU,,Intel,Celeron B820,915,42.7,2995,https://cpu.userbenchmark.com/SpeedTest/7064/IntelR-CeleronR-CPU-B820---170GHz
CPU,,AMD,A8-3510MX APU,916,42.7,467,https://cpu.userbenchmark.com/SpeedTest/5873/AMD-A8-3510MX-APU-with-Radeontm-HD-Graphics
CPU,,AMD,A6-5400K APU,917,42.7,6880,https://cpu.userbenchmark.com/SpeedTest/4113/AMD-A6-5400K-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3-2367M,918,42.7,1889,https://cpu.userbenchmark.com/SpeedTest/526/IntelR-CoreTM-i3-2367M-CPU---140GHz
CPU,,AMD,A4-6300 APU,919,42.7,10826,https://cpu.userbenchmark.com/SpeedTest/10639/AMD-A4-6300-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon II X2 245,920,42.7,5673,https://cpu.userbenchmark.com/SpeedTest/2018/AMD-Athlontm-II-X2-245-Processor
CPU,,Intel,Pentium E6800,921,42.6,762,https://cpu.userbenchmark.com/SpeedTest/4231/PentiumR-Dual-Core--CPU------E6800----333GHz
CPU,,AMD,Athlon X2 240,922,42.5,271,https://cpu.userbenchmark.com/SpeedTest/8553/AMD-Athlontm-X2-240-Processor
