Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,AXRX 460 2GBD5-DH/OC,PowerColor,PowerColor RX 460 2GB Red Dragon,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,11257-02-20G,Sapphire,Sapphire RX 460 4GB Nitro,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,100409-2GOCL,Sapphire,Sapphire RX 460 2GB 1210 MHz,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,11257-00-20G,Sapphire,Sapphire RX 460 2GB 1090 MHz,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P4DFG5,XFX,XFX RX 460 2GB,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P2SFG5,XFX,XFX RX 460 2GB,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,RX-460P4SFG5,XFX,XFX RX 460 4GB SF,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,GV-RX460WF2OC-4GD,Gigabyte,Gigabyte RX 460 4GB Windforce 2x,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,DUAL-RX460-O2G,Asus,Asus RX 460 2GB Dual Fan OC,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,Radeon RX 460 2G OC,MSI,MSI RX 460 2GB 2G OC,167,20.3,60390,https://gpu.userbenchmark.com/AMD-RX-460/Rating/3641
GPU,,AMD,R9 M290,168,20.2,81,https://gpu.userbenchmark.com/SpeedTest/31120/AMD-RADEON-R9-M290
GPU,,Microsoft,RemoteFX Graphics Device - WDDM,169,20.1,121,https://gpu.userbenchmark.com/SpeedTest/13438/Microsoft-RemoteFX-Graphics-Device---WDDM
GPU,,AMD,HD 7790,170,20,7421,https://gpu.userbenchmark.com/SpeedTest/8622/AMD-Radeon-HD-7700
GPU,,AMD,R7 265,171,19.9,7734,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,11232-00-20G,Sapphire,Sapphire R7 265 2GB Dual-X ,171,19.9,7734,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,R7 265 2GD5 OC,MSI,MSI R7 265 2GB OC,171,19.9,7734,https://gpu.userbenchmark.com/AMD-R7-265/Rating/3296
GPU,,AMD,Radeon RX 560-B,172,19.9,44001,https://gpu.userbenchmark.com/SpeedTest/330029/Radeon-RX-560
GPU,,AMD,R7 260X,173,19.9,31619,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,11222-22-20G,Sapphire,SAPPHIRE R7 260X 2GB OC 2x DVI,173,19.9,31619,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,11222-06-20G,Sapphire,SAPPHIRE R7 260X 2GB OC,173,19.9,31619,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,R7260XCNF4,XFX,XFX 260X 2GB,173,19.9,31619,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,R7 260X 2GD5 OC,MSI,MSI R7 260X 2GB OC,173,19.9,31619,https://gpu.userbenchmark.com/AMD-R7-260X/Rating/3151
GPU,,Nvidia,GTX 680M,174,19.8,1103,https://gpu.userbenchmark.com/SpeedTest/8687/NVIDIA-GeForce-GTX-680M
GPU,,Nvidia,GeForce MX350,175,19.7,1537,https://gpu.userbenchmark.com/SpeedTest/1069350/NVIDIA-GeForce-MX350
GPU,,AMD,HD 5870,176,19.5,9684,https://gpu.userbenchmark.com/SpeedTest/7681/AMD-Radeon-HD-5800
GPU,,Nvidia,GTX 570,177,19.1,19878,https://gpu.userbenchmark.com/Nvidia-GTX-570/Rating/3156
GPU,,AMD,HD 6950,178,19.1,22751,https://gpu.userbenchmark.com/AMD-HD-6950/Rating/3152
GPU,,AMD,HD 7850,179,19.1,50564,https://gpu.userbenchmark.com/AMD-HD-7850/Rating/2182
GPU,,Nvidia,GTX 480,180,18.7,3878,https://gpu.userbenchmark.com/Nvidia-GTX-480/Rating/3157
GPU,,Intel,Iris Xe,181,18.6,35536,https://gpu.userbenchmark.com/SpeedTest/1268515/IntelR-IrisR-Xe-Graphics
GPU,,AMD,RX Vega 8 5000 (iGPU),182,18.6,13880,https://gpu.userbenchmark.com/SpeedTest/1415260/AMD-RadeonTM-Graphics
GPU,,Nvidia,GTX 560 Ti (448 Core LE),183,18.2,1956,https://gpu.userbenchmark.com/SpeedTest/8215/NVIDIA-GeForce-GTX-560-Ti
GPU,,Nvidia,GTX 750-Ti,184,18.2,275930,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3753-KR,EVGA,EVGA GTX 750 Ti 2GB SC,184,18.2,275930,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GTX750TI-OC-2GD5,Asus,ASUS GTX 750 Ti 2GB OC,184,18.2,275930,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI-2GD5TLP,MSI,MSI GTX 750 Ti 2GB,184,18.2,275930,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI TF 2GD5/OC,MSI,MSI GTX 750 Ti 2GB Gaming,184,18.2,275930,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
